"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"2007","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","16.600"
"2007","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"2007","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","46499885.000"
"2007","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2006","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.215"
"2006","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","92.200"
"2006","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","17.700"
"2006","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"2006","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48477899.000"
"2006","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2005","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.179"
"2005","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","88.800"
"2005","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","17.900"
"2005","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"2005","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","46344020.000"
"2005","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2004","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.203"
"2004","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","88.400"
"2004","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","17.800"
"2004","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"2004","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","45850002.000"
"2004","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2003","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.215"
"2003","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","91.200"
"2003","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","17.700"
"2003","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"2003","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","46899340.000"
"2003","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2002","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.193"
"2002","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","91.500"
"2002","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","17.900"
"2002","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"2002","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","47071164.000"
"2002","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2001","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.089"
"2001","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","93.900"
"2001","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","16.800"
"2001","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.520"
"2001","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48067271.000"
"2001","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2000","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.800"
"2000","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","97.200"
"2000","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","18.600"
"2000","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.520"
"2000","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","49247468.000"
"2000","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1999","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.720"
"1999","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","103.900"
"1999","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","15.400"
"1999","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.420"
"1999","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","51089722.000"
"1999","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1998","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.995"
"1998","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","107.000"
"1998","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","21.100"
"1998","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.420"
"1998","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","52319643.000"
"1998","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1997","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.758"
"1997","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","106.300"
"1997","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","23.900"
"1997","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.420"
"1997","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","51954563.000"
"1997","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1996","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.686"
"1996","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","106.900"
"1996","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","24.900"
"1996","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.420"
"1996","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","51646631.000"
"1996","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1995","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.612"
"1995","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","107.500"
"1995","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.100"
"1995","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.420"
"1995","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","51134101.000"
"1995","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1994","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.539"
"1994","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","106.000"
"1994","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","27.300"
"1994","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.420"
"1994","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","49446765.000"
"1994","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1993","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.569"
"1993","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","105.400"
"1993","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.800"
"1993","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.420"
"1993","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48875348.000"
"1993","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1992","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.778"
"1992","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","103.900"
"1992","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","21.400"
"1992","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.380"
"1992","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48170870.000"
"1992","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1991","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.608"
"1991","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","105.600"
"1991","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","23.600"
"1991","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.380"
"1991","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48919737.000"
"1991","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1990","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.427"
"1990","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","101.800"
"1990","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","23.800"
"1990","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.340"
"1990","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48814561.000"
"1990","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1989","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.399"
"1989","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","108.300"
"1989","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","24.300"
"1989","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.340"
"1989","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","51984251.000"
"1989","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1988","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.258"
"1988","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","109.000"
"1988","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","27.000"
"1988","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.340"
"1988","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","52497860.000"
"1988","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1987","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.226"
"1987","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","110.000"
"1987","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","27.600"
"1987","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.340"
"1987","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","52452861.000"
"1987","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1986","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.158"
"1986","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","113.200"
"1986","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.400"
